,comment,label,tokenized
156,"baru install, halaman pertama yg syarat dan ketentuan ngga bisa di scroll, 2 hp saya seperti itu semua, gimanaa ini",,baru install halaman pertama yg syarat dan ketentuan tidak bisa di scroll hp saya seperti itu semua gimanaa ini
157,"admin tolong di bantu, kenapa ini ya smsnya gak masuk di hp trus pas di app peduli lindungi dia nda muncul sertifikat vaksinnya ini gimana ya? tapi sdh di vaksin dan tetulisnya sdh di vaksin pertama, tolong di bantu",,admin tolong di bantu kenapa ini ya smsnya tidak masuk di hp trus pas di app peduli lindungi dia nda muncul sertifikat vaksinnya ini gimana ya tapi sdh di vaksin dan tetulisnya sdh di vaksin pertama tolong di bantu
158,"syulid bikin ehac, error terus...",,syulid bikin ehac error terus
159,"saya sudah vaksin 2x, sertifikat saya yang di peduli lindungi ada namun di aplikasi nya belum keluar sertifikat saya, tolong segera diperbaiki",,saya sudah vaksin sertifikat saya yang di peduli lindungi ada namun di aplikasi nya belum keluar sertifikat saya tolong segera diperbaiki
160,it's so easy to use..,,it so easy to
161,nice,,nice
162,very pathetic app. this doesn't even look like an app supposed to be made by government. emailing our concerns to customer service is also useless. no reply whatsover. where did all the budget go in? your wallet?,,very pathetic app this does even look like an app supposed to be made by government emailing our concerns to customer service is also useless no reply whatsover where did all the budget go in your wallet
163,force close after pedulilindungi logo appear,,force close after pedulilindungi logo appear
164,ampas aplikasinya kirim sms otp aja gabisa bisa udah gunta ganti make nomor lain juga gabisa.,,ampas aplikasinya kirim sms otp aja tidakbisa bisa udah gunta ganti make nomor lain juga tidakbisa
165,banyak trouble ketika scan qr disetiap lokasi semenjak update aplikasi nya.. lebih bagus versi sebelumnya.. tolong perbaikannya,,banyak trouble ketika scan qr disetiap lokasi semenjak update aplikasi lebih bagus versi tolong perbaikannya
166,sudah vaksin dosis 2 tapi status masih kuning.,,sudah vaksin dosis tapi status masih kuning
167,tolong perbaiki saya mau masukin nik gk bisa tulisan nya samakan dengan ktp padahal saya belum punya ktp,,tolong perbaiki saya mau masukin nik tidak bisa tulisan nya samakan dengan ktp padahal saya belum punya ktp
168,setelah update malah gagal terus kalau mau check in,,setelah update malah gagal terus kalau mau check in
169,sudah bisa login setelah belasan kali coba tapi kode otp dikirim nya telat. dan kenapa check in dari apk pedulilindungi engga bisa? tapi kalau pakai aplikasi online shop bisa langsung check in?,,sudah bisa login setelah belasan kali coba tapi kode otp dikirim nya telat dan kenapa check in dari apk pedulilindungi engga bisa tapi kalau pakai aplikasi online shop bisa langsung check in
170,"saya selalu terbaca masih log in dibtempat ini saat scan di kantor, padahal tidak ada opsi check out....sudah cek koneksi dan update masih tetap sepertinya aplikasinya masih belum matang",,saya selalu terbaca masih log in dibtempat ini saat scan di kantor padahal tidak ada opsi check out cek koneksi dan update masih tetap sepertinya aplikasinya masih belum matang
171,good app,,good app
172,good,,good
173,baik deh karya anak bangsa,,baik deh karya anak bangsa
174,"aplikasi yang aneh, masa dari yk ke pontianak sudah dipilih naiknya pesawat, eh jadinya malah mobil. diedit naik pesawat juga tidak bisa. benar-benar aplikasi yang aneh dan lucu...",,aplikasi yang aneh masa dari yk ke pontianak sudah dipilih naiknya pesawat eh jadinya malah mobil diedit naik pesawat juga tidak bisa aplikasi yang aneh dan lucu
175,"aplikasi ga guna, bikin baterai hp cepat habis",,aplikasi tidak guna bikin baterai hp cepat habis
176,so far so good 😃,,so far so good
177,"selalu telat verifikasi, jadi harus terus mengulang verifikasi. alur pendaftaran membingungkan, tidak diberi petunjuk secara jelas",,selalu telat verifikasi jadi harus terus mengulang verifikasi alur pendaftaran membingungkan tidak diberi petunjuk secara jelas
178,buruk,,buruk
179,"yoo the i.t man,how come there is no history of the trip? like how many times you entered the mall or the building and i still can't put my picture on the profile",,yoo the man how come there is no history of the trip like how many times you entered the mall or the building and i still ca put my picture on the profile
180,ok,,ok
181,"sangat jelek, tolong ditambahkan fitur re-calibration, karna untuk setiap kali membuka apps tidak sesuai dengan lokasi saat itu jga, jdi hrus menunggu atau merestart location service atau pun appsnya sendiri.",,sangat jelek tolong ditambahkan fitur karna untuk setiap kali membuka apps tidak sesuai dengan lokasi saat itu jga jdi hrus menunggu atau merestart location service atau pun appsnya sendiri
182,3x report sert ga keluar,,report sert tidak keluar
183,"di menu hasil tes covid nya hilang, padahal sebelumnya ada muncul.",,di menu hasil tes covid nya hilang padahal sebelumnya ada muncul
184,apk yang sangat membantu.. terima kasih peduli lindungi..,,apk yang sangat terimakasih kasih peduli
185,"login menggunakan desktop pc normal2 saja, tapi tidak bisa dipakai login di hape android. di android, aplikasi bisa mengirimkan otp, tapi setelah itu aplikasinya menutup sendiri, jadi tidak bisa menginputkan kode otp untuk proses login berikutnya (aplikasi force close setelah mengirimkan otp). buka aplikasi kembali, masukkan no.hape kembali, ngirim otp lagi, force close lagi. demikian berulang-ulang terus 😭. 2021.11.02 updated. ubah dari bintang 1 ke 5. applikasi sudah bisa dipakai. 💪👍",,login menggunakan desktop pc saja tapi tidak bisa dipakai login di hape android di android aplikasi bisa mengirimkan otp tapi setelah itu aplikasinya menutup sendiri jadi tidak bisa menginputkan kode otp untuk proses login berikutnya aplikasi force close setelah mengirimkan otp buka aplikasi kembali masukkan kembali ngirim otp lagi force close lagi demikian terus updated ubah dari bintang ke applikasi sudah bisa dipakai
186,karya anak bangsa good job,,karya anak bangsa good job
187,"stupid design. nik is already in the system, but still ask to enter it again and again. even layman would not design such stupid thing",,stupid design nik is already in the system but still ask to enter it again and again even layman would not design such stupid thing
188,app tidak bermutu.. asal asalan buatnya banyak error.,,app tidak asal asalan buatnya banyak error
189,kita wajib install peduli lindungi tp website blm siap..tes pcr result ngga masuk2..logout masuk lg ngga bisa..kode otp ngga muncul2..besok pagi fibandara jd mslh..bgmana ini?,,kita wajib install peduli lindungi tp website belum pcr result tidak masuk lg tidak otp tidak pagi fibandara jd ini
190,"gimana sih bikin aplikasinya, apa ga di test di semua device android?, setelah beri tanda setuju atas kebijakan, mana tombol ""next"" nya??????",,gimana sih bikin aplikasinya apa tidak di test di semua device android setelah beri tanda setuju atas kebijakan mana tombol next nya
191,"gimana sih sdh bbrp di install ulang tetep ga bisa masuk peduli lindungi. emang saya hrs beli hp yg baru utk bisa masuk. tolong donk dipikirin. lagi pademi kyk gini disuruh beli hp baru daripada beli hp baru, uangnya saya buat makan. payah peduli lindungi tdk mensupport rakyat yg menengah ke bawah. liatnya hanya menengah keatas aja. 👎👎👎",,gimana sih sdh bbrp di install ulang tetep tidak bisa masuk peduli lindungi emang saya hrs beli hp yg baru utk bisa masuk tolong donk dipikirin lagi pademi kyk gini disuruh beli hp baru daripada beli hp baru uangnya saya buat makan payah peduli lindungi tdk mensupport rakyat yg menengah ke bawah liatnya hanya menengah keatas aja
192,"until now, me, family & friends that wna cannot enter the public places. the vaccination status always red since the apps got updated. all of us already fully completed vaccinated here at kemlu. eventough we shown our vaccine certificate, but still cannot enter the places we wanted to go. the problem is maybe at vaccine certificate using kitas id number and at the apps pedulilindungi using passport number. we already email to the authorites about our problems no answer. please change this.......",,until now me family friends that wna can not enter the public places the vaccination status always red since the apps got updated all of us already fully completed vaccinated here at kemlu eventough we shown our vaccine certificate but still can not enter the places we wanted to go the problem is maybe at vaccine certificate using kitas id number and at the apps pedulilindungi using passport number we already email to the authorites about our problems no answer please change this
193,apps jelek sertifikat vaksin udh di daftarkan g muncul2 👎,,apps jelek sertifikat vaksin udh di daftarkan tidak
194,"i can't access my vaccine certificate eventho my data showed i already got my 2nd vaccine? i've trying a few times, please fix this",,i ca access my vaccine certificate eventho my data showed i already got my vaccine i trying a few times please fix this
195,data tidak update,,data tidak update
196,"saya download aplikasinya tapi setiap masuk selalu keluar peringatan ""lokasi buatan terdeteksi"" padahal saya tidak menyalakan vpn dan tidak menggunakan aplikasi fake gps. sudah saya coba install ulang tetap tidak bisa.",,saya download aplikasinya tapi setiap masuk selalu keluar peringatan lokasi buatan terdeteksi padahal saya tidak menyalakan vpn dan tidak menggunakan aplikasi fake gps sudah saya coba install ulang tetap tidak bisa
197,"min.. ada problem nih, aplikasinya diinstall di samsung j5 prime lebar layar 5 inch, setelah aplikasi dijalankan dan dibuka halaman persetujuan engga bisa discroll ke bawah jadinya engga bisa klik ok atau setuju. mohon diperbaiki min.. kalau udah diperbaiki nanti diupdate bintangnya.",,ada problem nih aplikasinya diinstall di samsung prime lebar layar inch setelah aplikasi dijalankan dan dibuka halaman persetujuan engga bisa discroll ke bawah jadinya engga bisa klik ok atau setuju mohon diperbaiki kalau udah diperbaiki nanti diupdate bintangnya
198,"gabisa di download, sertifikat gak muncul, nik tidak terdaftar",,tidakbisa di download sertifikat tidak muncul nik tidak terdaftar
199,aplikasi tiba2 berhenti sendiri.... tidak bisa buat akun karena aplikasi langsung stop...padahal sdh coba instal ulang,,aplikasi berhenti sendiri tidak bisa buat akun karena aplikasi langsung stop padahal sdh coba instal ulang
200,"sebelum saya update ke versi 4.0.2, status vaksinasi saya berwarna hijau, karna memang saya sudah vaksin 2 dosis walaupun berbeda lokasi tempat vaksinasi antara dosis 1 dan dosis 2. tetapi setelah di update ke versi terbaru (4.0.2), status vaksinasi jadi berwarna kuning, dan dinyatakan belum melakukan vaksin dosis 2, tetapi di menu sertifikat vaksin muncul dua-duanya yaitu sertifikat dosis 1 dan sertifikat dosis 2. kenapa tidak sinkron antara menu status vaksinasi dan menu sertifikat vaksin.?",,sebelum saya update ke versi status vaksinasi saya berwarna hijau karna memang saya sudah vaksin dosis walaupun berbeda lokasi tempat vaksinasi antara dosis dan dosis tetapi setelah di update ke versi terbaru status vaksinasi jadi berwarna kuning dan dinyatakan belum melakukan vaksin dosis tetapi di menu sertifikat vaksin muncul yaitu sertifikat dosis dan sertifikat dosis kenapa tidak sinkron antara menu status vaksinasi dan menu sertifikat vaksin
201,"gimana ini abis di udate layar accet agreement ga bisa di scroll, dipikir hp layarnya gede semua ya",,gimana ini abis di udate layar accet agreement tidak bisa di scroll dipikir hp layarnya gede semua ya
202,mau login gak bisa gimana nih,,mau login tidak bisa gimana nih
203,sudah hampir 2 minggu vaksin periode 1 namun tdak mendapat sms notif dan juga jika dicek via app/website tidak dapat sertifikat .. hmmm ....,,sudah hampir minggu vaksin periode namun tdak mendapat sms notif dan juga jika dicek via tidak dapat sertifikat hmmm
204,setiap ingin cek sertifikat vaksin selalu tidak bisa,,setiap ingin cek sertifikat vaksin selalu tidak bisa
205,"saran aja kak, untuk otp sms mgkn lbih baik pindahkan saja ke wa atau telegram, kalau tetap menggunakan sms, mgkn request ulang otp code nya bisa ditmbahkan diatas 5 menit, karena saya request otp(sms) tidak masuk"", mgkn dapat berguna untuk mengurangi antrian pengiriman sms, jika tidak mgkn saat request ulang sms dihapus dulu request sebelumnya, 👍",,saran aja kak untuk otp sms mgkn lbih baik pindahkan saja ke wa atau telegram kalau tetap menggunakan sms mgkn request ulang otp code nya bisa ditmbahkan diatas menit karena saya request otp sms tidak masuk mgkn dapat berguna untuk mengurangi antrian pengiriman sms jika tidak mgkn saat request ulang sms dihapus dulu request sebelumnya
