comment,processed,baku_cleared,label_manual
versi yg terupdated pilih wni foreigner klik term and condition klik accept nya bagi hp tidak tidak bisa scroll untuk klik tombol accep nya,versi terupdated pilih wni foreigner klik term and condition klik accept nya hp tidak tidak bisa scroll klik tombol accep nya,versi pilih klik term klik hp tidak tidak bisa klik tombol,-1
tidak percaya,tidak percaya,tidak percaya,-1
tidak bisa checkout otomatis,tidak bisa checkout otomatis,tidak bisa otomatis,-1
lihat tidak tidak smp old tidak iok lompat bawah scrolle tidak asik,lihat tidak tidak smp old tidak iok lompat scrolle tidak asik,lihat tidak tidak tidak lompat tidak,0
susah orang mana make aplikasi aplikasi berat kalo buka tipikal aplikasi negeri,susah orang make aplikasi aplikasi berat kalo buka tipikal aplikasi negeri,susah orang aplikasi aplikasi berat kalo buka tipikal aplikasi negeri,-1
tabrak,tabrak,tabrak,-1
yg jauh bagus dr,jauh bagus dr,bagus,1
tidak bisa scan qr,tidak bisa scan qr,tidak bisa,-1
komit jaga masyarakat republik indonesia sistuasi pandemic endemic dgn baharu system sesuai sikon yg,komit jaga masyarakat republik indonesia sistuasi pandemic endemic dgn baharu system sesuai sikon,komit jaga masyarakat republik indonesia dgn baharu sesuai,0
anda anda gin,anda gin,gin,0
sering error butuh jaring internet,error butuh jaring internet,butuh jaring,0
bagus,bagus,bagus,1
dingin,dingin,dingin,1
janji syarat namun tidak lewat halaman email anda ikan terus kembali saya,janji syarat tidak halaman email ikan kembali,janji syarat tidak halaman email ikan,-1
versi tidak bisa checkout tolong bugnya baik,versi tidak bisa checkout tolong bugnya baik,versi tidak bisa tolong baik,-1
tolong baik update versi aplikasi saya tidak bisa check out saat check in guna aplikasi versi nya lebih parah tidak bisa check in tempat karena status nya check out,tolong baik update versi aplikasi tidak bisa check out check in guna aplikasi versi nya parah tidak bisa check in karena status nya check out,tolong baik versi aplikasi tidak bisa guna aplikasi versi parah tidak bisa in status out,-1
scan aja tidak,scan aja tidak,aja tidak,-1
jelek update tidak bisa check out gilir masuk tidak bisa tidak check out,jelek update tidak bisa check out gilir masuk tidak bisa tidak check out,jelek tidak bisa gilir masuk tidak bisa tidak,-1
sangat aplikasi sangat buruk,aplikasi buruk,aplikasi buruk,-1
status warna aplikasi hitam padahal sudah tes antigen kunjung tidak ubah warna aplikasi sudah lapor email tidak tindaklanjut seperti hanya susah masyarakat,status warna aplikasi hitam tes antigen kunjung tidak ubah warna aplikasi sudah lapor email tidak tindaklanjut hanya susah masyarakat,status warna aplikasi hitam tes antigen kunjung tidak ubah warna aplikasi lapor email tidak susah masyarakat,-1
hasil terimakasih kasih,hasil terimakasih kasih,hasil kasih,1
sertifikat vaksin belum cuma terang sudah vaksin gimana dh kacao,sertifikat vaksin cuma terang vaksin gimana dh kacao,sertifikat vaksin terang vaksin,-1
di update versi sama tidak bisa login,update versi tidak bisa login,versi tidak bisa,-1
ini cepat akurat tahan bahkan di tingkat kemamp annya,cepat akurat tahan di tingkat kemamp annya,cepat akurat tahan tingkat,-1
usul buat yg sangkut terlalu dari lokasi,usul yang sangkut dari lokasi,usul sangkut lokasi,-1
oke,oke,oke,1
busuk,busuk,busuk,-1
antarmuka guna buruk tingkat daerah hilang teks menu potong ponsel,antarmuka guna buruk tingkat daerah hilang teks menu potong ponsel,antarmuka guna buruk tingkat daerah hilang teks menu potong,-1
utk cek sertifikat sll nik sdh option nama emng nama bisa pake dr nik,utk cek sertifikat sll nik sdh option nama emng nama bisa pake dr nik,cek sertifikat nik nama nama bisa nik,0
oke,oke,oke,1
update tidak pilih check out device beberapa umum tidak sedia qr code check out tidak bisa scan jam tunggu tidak check out otomatis yang,update tidak pilih check out device umum tidak sedia qr code check out tidak bisa scan jam tunggu tidak check out otomatis,tidak pilih beberapa tidak sedia tidak bisa jam tunggu tidak out otomatis,-1
error mulu cek in susahhhhh butut lahhhh,error mulu cek in susahhhhh butut lahhhh,cek butut,-1
tidak masuk sekali guna tidak temu,tidak masuk guna tidak temu,tidak masuk guna tidak temu,-1
tidak bisa register tidak bisa login useless app,tidak bisa register tidak bisa login useless app,tidak bisa register tidak bisa,-1
boleh saran bisa unjung saat scan qr codenya bisa langsung check in tidak tekan check in check out telah scan qrnya jika lupa data yang masuk servernya akan salah terimakasih kasih,saran bisa unjung scan qr codenya bisa langsung check in tidak tekan check in check out scan qrnya lupa data masuk servernya salah terimakasih kasih,saran bisa unjung codenya bisa langsung tidak tekan out jika lupa data masuk salah kasih,0
gagal login teruss wahh pegawai negeri,gagal login teruss wahh pegawai negeri,gagal pegawai negeri,-1
aplikasi pintar,aplikasi pintar,aplikasi pintar,1
hari tidak bisa check in,tidak bisa check in,tidak bisa,-1
upgrade aplikasi jalan telah pilih menu warga negara muncul popup tuju bijak privasi di ceklist yg arti terima syarat aplikasi tidak respon tidak bisa masuk menu hp huawei,upgrade aplikasi jalan pilih menu warga negara muncul popup tuju bijak privasi ceklist arti terima syarat aplikasi tidak respon tidak bisa masuk menu hp huawei,aplikasi jalan pilih menu warga negara muncul tuju bijak privasi arti terima syarat aplikasi tidak tidak bisa masuk menu,-1
app nya mana tidak karena tidak logout saya kunjung yg di telah nya tolong aplikasi,app nya tidak tidak logout kunjung di nya tolong aplikasi,tidak tidak kunjung nya tolong aplikasi,-1
lambat,lambat,lambat,-1
sertikat vaksin belum aplikasi agustus laly vaksin,sertikat vaksin aplikasi agustus laly vaksin,vaksin aplikasi agustus vaksin,-1
sudh masuk tp down apa hp merk xiaomi dari aplikasi tidak ngerti sdah kali kali spt jd syrat utama kmana mau kirim bukti screenshot kemna ya,sudh masuk tp down hp merk xiaomi aplikasi tidak ngerti sdah kali kali spt jd syrat utama kmana kirim bukti screenshot kemna ya,masuk hp aplikasi tidak kali kali utama kirim bukti,0
saya vaksinasi kali saya milik dua harap saya tidak bisa pergi mal,vaksinasi kali milik harap tidak bisa pergi mal,vaksinasi kali milik harap tidak bisa pergi mal,0
sertifikat vaksin muncul jga pdhal dah vaksin tolong d bantu,sertifikat vaksin muncul jga pdhal dah vaksin tolong d bantu,sertifikat vaksin muncul dah vaksin tolong bantu,-1
oke,oke,oke,1
udah vaksin ko data sertipikat belum padahal udah,udah vaksin ko data sertipikat padahal udah,vaksin data udah,-1
bagus,bagus,bagus,1
izin vaksin tgl kemaren waktu data no hp kirim vaksin guna nomor lama sdh tidak aktif teman lain link sertifikat yg kirim sms belum sms jadi cara link sertifikat tanda sdh vaksin nanya operator tempat vaksin sdh sistem tidak bisa meubah coba cari aplikasi peduli lindung saja saya isi data di peduli lindung tidak dapat sertifikat terimakasih kasih jawab,izin vaksin tgl kemaren data no hp kirim vaksin guna nomor sdh tidak aktif teman link sertifikat kirim sms sms cara link sertifikat tanda sdh vaksin nanya operator vaksin sdh sistem tidak bisa meubah coba cari aplikasi peduli lindung saya isi data peduli lindung tidak sertifikat terimakasih kasih,izin vaksin data kirim vaksin guna nomor tidak aktif teman sertifikat kirim jadi sertifikat tanda vaksin operator vaksin sistem tidak bisa coba cari aplikasi peduli lindung isi data peduli lindung tidak sertifikat kasih,0
beri data update kait situasi kondisi dlm tangan,data update kait situasi kondisi dlm tangan,data kait situasi kondisi tangan,1
sangat bantu,bantu,bantu,1
joss mantap,joss mantap,mantap,1
enak ribetnya,enak ribetnya,enak,0
bagus informasi lengkap,bagus informasi lengkap,bagus informasi lengkap,1
aplikasi,aplikasi,aplikasi,1
oke,oke,oke,1
bagus,bagus,bagus,1
aplikasi nya bagus,aplikasi nya bagus,aplikasi bagus,1
tidak bisa isi kolom tanggal lahir,tidak bisa isi kolom tanggal lahir,tidak bisa isi kolom tanggal lahir,-1
bagus,bagus,bagus,1
aplikasi mudah guna bantu utk kategori zona covid ada suatu wilayah peduli utk prokes tahu status vaksin tips cegah sebar covid,aplikasi mudah guna bantu utk kategori zona covid suatu wilayah peduli utk prokes status vaksin tips cegah sebar covid,aplikasi mudah guna bantu kategori zona wilayah peduli status vaksin cegah sebar,1
mantap,mantap,mantap,1
oke,oke,oke,1
bantu,bantu,bantu,1
guna baik,guna baik,guna baik,1
maksimal info,maksimal info,maksimal info,1
masuk aplikasi aga susah,masuk aplikasi aga susah,masuk aplikasi aga susah,-1
aplikasi bantu lihat update data satu wilayah,aplikasi bantu lihat update data wilayah,aplikasi bantu lihat data wilayah,1
mantap,mantap,mantap,1
moga bantu,moga bantu,moga bantu,1
mantap,mantap,mantap,1
bantu,bantu,bantu,1
alhamdulillah sertifikat,alhamdulillah sertifikat,alhamdulillah sertifikat,1
oke,oke,oke,1
sudah vaksin copid tgl juni,vaksin copid tgl juni,vaksin juni,0
mantap,mantap,mantap,1
aplikasi aplikasi tanya baru aj,aplikasi aplikasi baru aj,aplikasi aplikasi,0
guna,guna,guna,1
bagus,bagus,bagus,1
bagus,bagus,bagus,1
oke,oke,oke,1
bantu,bantu,bantu,1
serfikat seharisetelah vaksin mantap,serfikat seharisetelah vaksin mantap,vaksin mantap,1
bantu,bantu,bantu,1
oke,oke,oke,1
bagus bantu,bagus bantu,bagus bantu,1
alhamdulillah sertifikat kirim telpon langsung di proses saat juga sertifikat langsung muncul tidak nyampe terimakasih kasiih,alhamdulillah sertifikat kirim telpon langsung proses juga sertifikat langsung muncul tidak nyampe terimakasih kasiih,alhamdulillah sertifikat kirim telpon langsung proses sertifikat langsung muncul tidak,1
bagus bantu banget,bagus bantu banget,bagus bantu banget,1
tolong baik kalo ada email akun x tolong beritahukan email pakai email ada akun sertifikat akun x akun z tidak bisa tolong baharu,tolong baik kalo email akun x tolong beritahukan email pakai email akun sertifikat akun x akun z tidak bisa tolong baharu,tolong baik kalo email akun tolong email pakai email akun sertifikat akun akun tidak bisa tolong baharu,0
vaksin anda lambat,vaksin lambat,vaksin lambat,0
saya tidak bisa akun ya,tidak bisa akun ya,tidak bisa akun,0
mantap,mantap,mantap,1
mantap,mantap,mantap,1
tampil ok bisa daftar sedia faskes yg sedia,tampil ok bisa daftar sedia faskes sedia,tampil bisa daftar sedia sedia,0
vaksin insya allah sehat,vaksin insya allah sehat,vaksin insya allah sehat,1
sehat,sehat,sehat,1
aduh ko aplikasi pudulilindungi tidak bisa buka skalinya bisa buka nu ghu angka nemer ko tidak kirim ge mna saya bingung sama aplikasi,aduh ko aplikasi pudulilindungi tidak bisa buka skalinya bisa buka nu ghu angka nemer ko tidak kirim ge mna bingung aplikasi,aduh aplikasi tidak bisa buka bisa buka angka tidak kirim bingung aplikasi,-1
manfaat ada adalah wajar masih dpt baik tingkat salam sehat,manfaat adalah wajar dpt baik tingkat salam sehat,manfaat wajar baik tingkat salam sehat,1
aplikasihnya bagus,aplikasihnya bagus,bagus,1
bantu,bantu,bantu,1
mantap,mantap,mantap,1
oke,oke,oke,1
keren,keren,keren,1
manfaat,manfaat,manfaat,1
apk sangat sesuai banget bisa dap ngecek sertifikat vaksin,apk sesuai banget bisa dap ngecek sertifikat vaksin,sesuai banget bisa dap sertifikat vaksin,1
oke,oke,oke,1
laksana anjur perintah hidup sehat optimis covid segera berahir,laksana anjur perintah hidup sehat optimis covid berahir,laksana anjur perintah hidup sehat optimis,0
bantu,bantu,bantu,1
terimakasih sertifikat vaksin kku dan bisa di unduh terimakasih untuk aplikasi pedulilindungi,terimakasih sertifikat vaksin kku bisa unduh terimakasih aplikasi pedulilindungi,sertifikat vaksin bisa unduh aplikasi,1
bagus,bagus,bagus,1
bantu,bantu,bantu,1
baik,baik,baik,1
joss mantap tenan,joss mantap tenan,mantap,1
bagus,bagus,bagus,1
yg lebih baik,lebih baik,baik,1
mantap harus update kluar sertifikat vaksin bainyg kluar sertifikat ni saran dr update aplikasi nya masuk daftar vaksin isi lg data nik nama andi tgu sebentar masuk sertifikat an sdh cetak yg mohon sabar ya,mantap update kluar sertifikat vaksin bainyg kluar sertifikat ni saran dr update aplikasi nya masuk daftar vaksin isi lg data nik nama andi tgu sebentar masuk sertifikat an sdh cetak mohon sabar ya,mantap sertifikat vaksin sertifikat saran aplikasi masuk daftar vaksin isi data nik nama sebentar masuk sertifikat cetak mohon sabar,0
mudah akses jelas clear,mudah akses clear,mudah akses,1
muas terimakasih kasih,muas terimakasih kasih,muas kasih,1
oke,oke,oke,1
aplikasi ny untuk menu serifikat vaksin kdg tidak bisa akses,aplikasi ny menu serifikat vaksin kdg tidak bisa akses,aplikasi menu vaksin tidak bisa akses,-1
tidak ya mau,tidak ya,tidak,-1
oke,oke,oke,1
mantap,mantap,mantap,1
moga manfaat,moga manfaat,moga manfaat,1
baik,baik,baik,1
baik,baik,baik,1
bagus,bagus,bagus,1
bagus,bagus,bagus,1
oke mantap informasi cepat,oke mantap informasi cepat,oke mantap informasi cepat,1
oke,oke,oke,1
luar,luar,luar,1
manfaat aplikasi dapat mudah data vaksinasi,manfaat aplikasi mudah data vaksinasi,manfaat aplikasi mudah data vaksinasi,1
tuju,tuju,tuju,1
bantu,bantu,bantu,1
untuk simpan prokes,simpan prokes,simpan,1
bagus,bagus,bagus,1
bantu,bantu,bantu,1
oke,oke,oke,1
bagus,bagus,bagus,1
corona lenyap,corona lenyap,lenyap,0
manfaat,manfaat,manfaat,1
istimewa banget,istimewa banget,istimewa banget,1
mau hp hilang gmna nya ngecek sertifikat,hp hilang gmna nya ngecek sertifikat,hilang sertifikat,0
bagus,bagus,bagus,1
covid hilang,covid hilang,hilang,0
bagus,bagus,bagus,1
aplikasi sangat bagus,aplikasi bagus,aplikasi bagus,1
this aplication is nice and smart aplikasi sudah beri informasi ada zona lalu hp yg pakai,this aplication is nice and smart aplikasi beri informasi zona hp pakai,nice aplikasi informasi zona pakai,1
bagus biar segala urus,bagus biar urus,bagus biar urus,1
stabil aplikasi,stabil aplikasi,stabil aplikasi,1
patuh protikol kesehtn,patuh protikol kesehtn,patuh,1
sehat sehat sehat indonesia sehat love indonesia,sehat sehat sehat indonesia sehat love indonesia,sehat sehat sehat indonesia sehat indonesia,0
suka halus,suka halus,suka halus,0
tanya suami sudah vaksin vaksin yg salah nomor solusi suami ada sertifikat terimakasih,suami vaksin vaksin salah nomor solusi suami sertifikat terimakasih,suami vaksin vaksin salah nomor solusi suami sertifikat,0
baik guna guna seluler,baik guna guna seluler,baik guna guna seluler,0
salam sehat sellu smoga nya sukses sellu apl,salam sehat sellu smoga nya sukses sellu apl,salam sehat sukses,1
bagus,bagus,bagus,1
cakep,cakep,cakep,1
aplikasi nya bagus kasih bintang mantap,aplikasi nya bagus kasih bintang mantap,aplikasi bagus kasih bintang mantap,1
aplikasi bagus nama aplikasi tingkat lanjut lebih mudah guna baik daftar saat log in,aplikasi bagus nama aplikasi tingkat lebih mudah guna baik daftar log in,aplikasi bagus nama aplikasi tingkat mudah guna baik daftar log,0
oke,oke,oke,1
good bantu,good bantu,bantu,1
aplikasi sangat bantu terimakasih pedulilindungi,aplikasi bantu terimakasih pedulilindungi,aplikasi bantu,1
bantu,bantu,bantu,1
bagus,bagus,bagus,1
bagus,bagus,bagus,1
aplikasi bantu terimakasih,aplikasi bantu terimakasih,aplikasi bantu,1
bantu,bantu,bantu,1
sudah vaksin tahap tidak sertifikat vaksin baik via sms aplikasi harus laku apakah ada salah penginputan nomor bagaimana solusi,vaksin tahap tidak sertifikat vaksin baik via sms aplikasi laku ada salah penginputan nomor solusi,vaksin tahap tidak sertifikat vaksin baik via aplikasi laku salah nomor solusi,0
baik karena bantu tahu daerah bahaya tidak,baik bantu daerah bahaya tidak,baik bantu daerah bahaya tidak,1
oke,oke,oke,1
bagus,bagus,bagus,1
baik,baik,baik,1
jika lapor bug mi dianalisa aplikasi tidak bisa tampil sertifikat vaksinasi sudah selesai vaksinasi dosis,lapor bug mi dianalisa aplikasi tidak bisa tampil sertifikat vaksinasi selesai vaksinasi dosis,lapor mi aplikasi tidak bisa tampil sertifikat vaksinasi selesai vaksinasi dosis,0
oke,oke,oke,1
bagus,bagus,bagus,1
sertifikat covid,sertifikat covid,sertifikat,0
aplikasi sangat bantu sya tahu covid seliruh indonesia,aplikasi bantu sya covid seliruh indonesia,aplikasi bantu seliruh indonesia,1
terimakasih kasih,terimakasih kasih,kasih,1
aplikasi peduli lindung bantu banget aktivitas,aplikasi peduli lindung bantu banget aktivitas,aplikasi peduli lindung bantu banget aktivitas,1
bantu,bantu,bantu,1
mantap,mantap,mantap,1
bisa bantu,bisa bantu,bisa bantu,1
penting punya yahudi,punya yahudi,yahudi,0
manfaat,manfaat,manfaat,1
aplikasi keren,aplikasi keren,aplikasi keren,1
terimakasih kasih data valid jozzzzz butuh sertifikat vaksin link sms puskesmas hapus alkhamdulillah aplikasi bisa bantu yg bisa tunjuk daftar masuk nomor hp isi kode masuk nik moga manfaat,terimakasih kasih data valid jozzzzz butuh sertifikat vaksin link sms puskesmas hapus alkhamdulillah aplikasi bisa bantu bisa daftar masuk nomor hp isi kode masuk nik moga manfaat,kasih data valid butuh sertifikat vaksin puskesmas hapus aplikasi bisa bantu bisa daftar masuk nomor isi kode masuk nik moga manfaat,1
bantu,bantu,bantu,1
baik,baik,baik,1
bantu masyarakat ini,bantu masyarakat,bantu masyarakat,1
mantap bantu,mantap bantu,mantap bantu,1
udah vaksin jadwal vaksin lewat badan tidak fit kirain panggil ulang nyata tidak tolong info vaksin yg terimakasih,udah vaksin jadwal vaksin badan tidak fit kirain panggil ulang nyata tidak tolong info vaksin terimakasih,vaksin jadwal vaksin badan tidak fit panggil ulang nyata tidak tolong info vaksin,0
bagus data vaksin covid,bagus data vaksin covid,bagus data vaksin,1
oke,oke,oke,1
bantu,bantu,bantu,1
bagus aq cinta,bagus aq cinta,bagus cinta,1
bagus tpi tidak fungsi,bagus tpi tidak fungsi,bagus tidak fungsi,0
bagus,bagus,bagus,1
bagus,bagus,bagus,1
mantap mudah,mantap mudah,mantap mudah,1
bantu good,bantu good,bantu,1
mudah,mudah,mudah,1
bantu cari info vaksin tentang covid,bantu cari info vaksin covid,bantu cari info vaksin,1
bagus informatip,bagus informatip,bagus,1
guna,guna,guna,1
good job utk layan,good job utk layan,layan,1
vaksin saat belum sms pas q cek peduli lindung sdh sertifikat nya terimakasih sobat q baca koment pada keluh peduli lindung tidak masalah unduh sertifikat dftr nik dll klw ada mslh restart hp sobat,vaksin belum sms pas q cek peduli lindung sdh sertifikat nya terimakasih sobat q baca koment keluh peduli lindung tidak unduh sertifikat dftr nik dll klw mslh restart hp sobat,vaksin pas cek peduli lindung sertifikat sobat baca keluh peduli lindung tidak unduh sertifikat nik mslh sobat,1
oke,oke,oke,1
what an improvement bantu banget aplikasi,what an improvement bantu banget aplikasi,bantu banget aplikasi,1
bantu,bantu,bantu,1
mantep lsg bisa bukti,mantep lsg bisa bukti,bisa bukti,1
bantu skali,bantu skali,bantu,1
guna,guna,guna,1
oke,oke,oke,1
bantu,bantu,bantu,1
bagus,bagus,bagus,1
gps lanjut batere cepat lowbat,gps batere cepat lowbat,cepat,-1
oke,oke,oke,1
oke,oke,oke,1
baik,baik,baik,1
sudah vaksin dua tgl kok di krim sertifi,vaksin tgl di krim sertifi,vaksin di krim,-1
bisa saji data lengkap ttg kembang sebar covid,bisa saji data lengkap ttg kembang sebar covid,bisa saji data lengkap kembang sebar,0
kok lelet yaaa,lelet yaaa,lelet,0
dapat informasi yg penting guna aplikasi,informasi penting guna aplikasi,informasi guna aplikasi,1
keren,keren,keren,1
bagus,bagus,bagus,1
bagus,bagus,bagus,1
terimakasih kasih,terimakasih kasih,kasih,1
yuk tingkat yuk bakal indonesia download aplikasi jadi yg kuat rajin benah error semangat,yuk tingkat yuk indonesia download aplikasi yang kuat rajin benah error semangat,yuk tingkat yuk indonesia aplikasi kuat rajin benah semangat,0
tuju bijak perintah aplikasi pedulilindungi agar indonesian lebih baik,tuju bijak perintah aplikasi pedulilindungi indonesian baik,tuju bijak perintah aplikasi lebih baik,1
aplikasi bantu tapi perlu baik sistem data nik,aplikasi bantu perlu baik sistem data nik,aplikasi bantu baik sistem data nik,0
oke,oke,oke,1
baik sangat bantu smgaa indonesia bisa pulih dn,baik bantu smgaa indonesia bisa pulih dn,baik bantu indonesia bisa pulih,1
oke,oke,oke,1
mah vaksin udah di,mah vaksin udah,mah vaksin,0
bantu lihat kondisi status,bantu lihat kondisi status,bantu lihat kondisi status,1
cetak sertifikat vaksin sms link ke hapus aplikasi sangat bantu yg buka apk buat nyari sertifikat vaksin nya klik tulis akun pojok kanan klik nama nanti gambar sertifikat nya tinggal unduh,cetak sertifikat vaksin sms link hapus aplikasi bantu buka apk nyari sertifikat vaksin nya klik tulis akun pojok kanan klik nama gambar sertifikat nya tinggal unduh,cetak sertifikat vaksin hapus aplikasi bantu buka sertifikat vaksin klik tulis akun pojok kanan klik nama gambar sertifikat tinggal unduh,1
ok bantu,ok bantu,bantu,1
ini baik terimakasih,baik terimakasih,baik,1
sy angat bantu krn ad ay pedulilindung utk cegah wabah civid,sy angat bantu ad ay pedulilindung utk cegah wabah civid,bantu pedulilindung cegah wabah,1
sangat bantu laku kerja bagai warga negara apk goood,bantu laku kerja warga negara apk goood,bantu laku kerja warga negara,1
mudah lebih kontrol,mudah kontrol,mudah kontrol,1
oke,oke,oke,1
fsksin dpt sms nya ya biardpt sertifikasi nya,fsksin dpt sms nya ya biardpt sertifikasi nya,biardpt sertifikasi,0
oke,oke,oke,1
jalan m patuh prokes,jalan m patuh prokes,jalan patuh,0
bik,bik,bik,1
moga bisa manfaat kita,moga bisa manfaat,moga bisa manfaat,1
oke,oke,oke,1
bagus,bagus,bagus,1
manfaat,manfaat,manfaat,1
oke,oke,oke,1
bantu,bantu,bantu,1
bagus,bagus,bagus,1
bantu,bantu,bantu,1
bantu,bantu,bantu,1
oke,oke,oke,1
muas,muas,muas,1
bagus gimana aktivinnya,bagus gimana aktivinnya,bagus,0
bantu warga indonesia wajib punya aplikasi,bantu warga indonesia wajib aplikasi,bantu warga indonesia wajib aplikasi,1
bagus bgt,bagus bgt,bagus,1
oke,oke,oke,1
ya allah ribet banget ya,ya allah ribet banget ya,allah banget,-1
bantu tiap orang punya mobilitas,bantu orang mobilitas,bantu orang mobilitas,1
ada aplikasi sangat bantu hndk pergi suatu,aplikasi bantu hndk pergi,aplikasi bantu pergi,1
bagus,bagus,bagus,1
bantu,bantu,bantu,1
tidak bisa buka tidak bisa baru payahbanget,tidak bisa buka tidak bisa payahbanget,tidak bisa buka tidak bisa,-1
bagus banget,bagus banget,bagus banget,1
vaksin imun kuat kebal,vaksin imun kuat kebal,vaksin imun kuat kebal,1
vaksin masal moga akhir roda ekonomi bisa normal,vaksin masal moga roda ekonomi bisa normal,vaksin moga roda ekonomi bisa normal,1
bagus,bagus,bagus,1
baik,baik,baik,1
bantu,bantu,bantu,1
mantap,mantap,mantap,1
manfaat yg luar,manfaat luar,manfaat luar,1
bantu,bantu,bantu,1
mantap,mantap,mantap,1
mau tensi darah sampai gagal cape dg alhamdulillah yg hasil ayo vaksin lindung dan orang,tensi darah gagal cape dg alhamdulillah hasil ayo vaksin lindung orang,tensi darah gagal cape alhamdulillah hasil ayo vaksin lindung orang,0
mantap bantu ayo tingkat,mantap bantu ayo tingkat,mantap bantu ayo tingkat,1
bagus,bagus,bagus,1
mantap,mantap,mantap,1
oke,oke,oke,1
manfaat keluarga orang,manfaat keluarga orang,manfaat keluarga orang,1
ko udh kali baharu keluar aplikasi siy knph ya,ko udh kali baharu aplikasi siy knph ya,kali baharu aplikasi,-1
aplikasi bagus bngt,aplikasi bagus bngt,aplikasi bagus,1
kerja baik,kerja baik,kerja baik,1
aplikasi sangat bantu,aplikasi bantu,aplikasi bantu,1
butuh pergi,butuh pergi,butuh pergi,1
kerja baik,kerja baik,kerja baik,1
saya vaksin kok timbul timbul sih data vaksin nya data semua udah belum ad tolong tindak penting nya data perintah kota,vaksin timbul timbul sih data vaksin nya data udah ad tolong tindak nya data perintah kota,vaksin timbul timbul sih data vaksin data ad tolong tindak data perintah kota,-1
mudah akses,mudah akses,mudah akses,1
aplikasi bisa tidak bisa cek sertifikat vaksin,aplikasi bisa tidak bisa cek sertifikat vaksin,aplikasi bisa tidak bisa cek sertifikat vaksin,-1
lama yg pakek aplikasi akan deteksi lacak heheheh saja pergi seru kayae,yang pakek aplikasi deteksi lacak heheheh pergi seru kayae,aplikasi deteksi lacak pergi seru,1
mantap tingkat mutu layan,mantap tingkat mutu layan,mantap tingkat mutu layan,1
aplikasi ada maju fungsi mesti,aplikasi maju fungsi mesti,aplikasi maju fungsi mesti,1
makasih pedulilindungi krn bantu pantau perkembngan covid,makasih pedulilindungi bantu pantau perkembngan covid,bantu pantau,1
sulit laku,sulit laku,sulit laku,-1
aplikasi bantu,aplikasi bantu,aplikasi bantu,1
aplikasi yg bantu informasi,aplikasi bantu informasi,aplikasi bantu informasi,1
ndak aplikasi susah masuk mall,ndak aplikasi susah masuk mall,aplikasi susah masuk,0
oke,oke,oke,1
bantu,bantu,bantu,1
bantu,bantu,bantu,1
bagus bantu,bagus bantu,bagus bantu,1
oke,oke,oke,1
bagus,bagus,bagus,1
tau yg resiko bisa sert fikat vaksinasi,tau resiko bisa sert fikat vaksinasi,tau resiko bisa vaksinasi,1
bagus,bagus,bagus,1
bantu tingkat waspada ada tempat tuju,bantu tingkat waspada tempat tuju,bantu tingkat waspada tuju,1
perlu peduli penting,peduli,peduli,1
mantap,mantap,mantap,1
oke,oke,oke,1
hp jalan lancar,hp jalan lancar,jalan lancar,1
tingkat utk sempurna,tingkat utk sempurna,tingkat sempurna,1
anak pasang aplikasi lindung pakai no telp kok ngakbisa alas no telp terdaftaf daftar bisa pake email kalo sms sertifikat sudah masuk terimakaaih,anak pasang aplikasi lindung pakai no telp ngakbisa alas no telp terdaftaf daftar bisa pake email kalo sms sertifikat masuk terimakaaih,anak pasang aplikasi lindung pakai ngakbisa alas daftar bisa email kalo sertifikat masuk,0
nusantara opt gagal kirim ganti angka nol terimakasih moga aplikasi dapat bantu putus sebar virus mati,nusantara opt gagal kirim ganti angka nol terimakasih moga aplikasi bantu putus sebar virus mati,nusantara gagal kirim ganti angka nol moga aplikasi bantu putus sebar virus mati,0
sertifikat vaksin kga muncul,sertifikat vaksin kga muncul,sertifikat vaksin muncul,-1
smoga vaksin app jadi ladang sehat berkah,smoga vaksin app ladang sehat berkah,vaksin ladang sehat berkah,1
mantap,mantap,mantap,1
lumayan,lumayan,lumayan,1
aplikasi sangat untuk semua,aplikasi untuk,aplikasi,1
mudah proses cek in,mudah proses cek in,mudah proses cek,1
bantu,bantu,bantu,1
bantu,bantu,bantu,1
bagus,bagus,bagus,1
baik manfaat,baik manfaat,baik manfaat,1
oke,oke,oke,1
manfaat deteksi lokasi papar covid kita mengindari,manfaat deteksi lokasi papar covid mengindari,manfaat deteksi lokasi papar,1
isi tanggal lahir lelah,isi tanggal lahir lelah,isi tanggal lahir lelah,1
tau guna nya,tau guna nya,tau guna,1
lacak aman,lacak aman,lacak aman,1
okeh bisa masuk,okeh bisa masuk,bisa masuk,1
bagus mantap aplikasi,bagus mantap aplikasi,bagus mantap aplikasi,1
bagus,bagus,bagus,1
baik bantu,baik bantu,baik bantu,1
bagus aplikasi nya,bagus aplikasi nya,bagus aplikasi,1
oke,oke,oke,1
mantap,mantap,mantap,1
oke,oke,oke,1
oke guna,oke guna,oke guna,1
aplikasi sangat bantu mengdapatkan sertifikat awal bingung pada saya hasil sertifikat vaksinya terimakasih kasih,aplikasi bantu mengdapatkan sertifikat bingung saya hasil sertifikat vaksinya terimakasih kasih,aplikasi bantu sertifikat bingung hasil sertifikat kasih,1
bantu,bantu,bantu,1
bagus,bagus,bagus,1
