comment,processed,label_manual
aplikasi sama tidak guna pilih bahasa inggris nama itu tidak terjemah bagi paling adalah sertifikat vaksin entah dapat terjemah sertifikat perintah inggris tidak terima ini ada bahasa inggris prancis spanyol belum tidak baik memang coba hubung lalu alamat email anda tetapi saya kembali kali pasti lihat,operasi_aplikasi tak_tidak_kagak manfaat_guna_bagi_fungsi_untuk_buat pilih kode_cara_bahasa inggris identitas_nama_kata_tanda_status tak_tidak_kagak terjemah paling surat_sertifikat vaksin bisa_sanggup_dapat_terima terjemah surat_sertifikat tugas_order_perintah inggris tak_tidak_kagak terima lahir_tampil_hidup_sedia_ada_jadi_muncul kode_cara_bahasa inggris prancis spanyol tak_tidak_kagak ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak kalau_coba_jika hubung sinyal_tanda_alamat email tetapi kembali_pulang_ulang waktu_saat_ketika_kali tentang_pantau_lihat_temu_kunjung,-1
aplikasi terbit minta hasil pcr sudah saya laku tidak tidak riwayat pcr,operasi_aplikasi lahir_terbit_keluar_hidup_timbul_muncul hasil pcr saya_kami laku tak_tidak_kagak tak_tidak_kagak sejarah_berita_riwayat pcr,0
sulit guna,berat_repot_sulit_payah_serius_susah manfaat_guna_bagi_fungsi_untuk_buat,-1
nice helpfull foto profil tidak bisa ganti,nice helpfull foto_negatif_positif_gambar profil tak_tidak_kagak bisa_sanggup_dapat ubah_ganti,0
tidak bisa scan lokasi aplikasi tutup kali buka menu scan barcode coba install ulang tetap,tak_tidak_kagak bisa_sanggup_dapat scan posisi_lokasi_tempat operasi_aplikasi tutup waktu_saat_ketika_kali buka_aktif menu scan barcode kalau_coba_jika install kembali_ulang,-1
sulit guna,berat_repot_sulit_payah_serius_susah manfaat_guna_bagi_fungsi_untuk_buat,-1
update gagal check in belum baik,update gagal_rusak_kalah check in ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,-1
aplikasi kualitas ra therells d songs gae kelas aplikasi,operasi_aplikasi status_kualitas_jenis_mutu_tingkat_kelas ra therells d songs gae kategori_status_jenis_tingkat_posisi_kelas operasi_aplikasi,0
kerja baik mudah guna manfaat,operasi_fungsi_kerja_aktivitas ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak sederhana_agar_gampang_mudah_ringan_lancar manfaat_guna_bagi_fungsi_untuk_buat manfaat_guna_untung_fungsi_arti,1
tolong baik app baru donlod uda aja uda di klik tombol tuju tidak ubah sekali susah orang aja tolong baik uda juga yg protes aplikasi belum baharu yg baik gimana sih,tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak app aktual_mutakhir_baru_segar donlod uda aja uda klik tombol tuju tak_tidak_kagak pindai_ubah_ganti_pindah berat_repot_sulit_payah_susah bangsa_orang_manusia aja tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak uda protes operasi_aplikasi baharu yang ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak gimana sih_si,-1
oke,oke_ya,1
gud app to control covid covid should be lenyap from bumi nusantara aamiin,gud app to control covid covid should be habis_pergi_hapus_hilang_lenyap from alam_bumi_dunia nusantara aamiin,1
dev hapus ulas sertifikat covid tidak kartu anda butuh nomor,dev lenyap_hapus_hilang ulas surat_sertifikat covid tak_tidak_kagak kartu_tiket_surat butuh nomor_angka,0
crash guna saat untuk ehac tolong baik,crash manfaat_guna_bagi_fungsi_untuk_buat buat_bagi_untuk_akan ehac tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,-1
notif gajenya tidak bisa ilang edit udah fix notif bugnya naikin jd bintang,notif gajenya tak_tidak_kagak bisa_sanggup_dapat ilang edit udah fix notif bugnya naikin jd bintang,-1
sangat bantu pulih bumi khusus indonesia moga lekas pulih,angkat_bantu_beri_tolong_dukung sehat_pulih alam_bumi_dunia istimewa_utama_khusus indonesia moga_agar cepat_kunjung_lekas_segera sehat_pulih,1
tidak bisa scrolling i accept ui nya tidak kompatibel beberapa hp,tak_tidak_kagak bisa_sanggup_dapat scrolling i accept ui nya tak_tidak_kagak cocok_kompatibel_pas hp,-1
ehac tidak bisa ubah vehicle isi car mohon baik,ehac tak_tidak_kagak bisa_sanggup_dapat pindai_ubah_ganti_pindah vehicle daya_isi car harap_minta_mohon ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,-1
sertifikat vaksin tidak bisa udah ulang kali input nik nama tetep tidak tampil,surat_sertifikat vaksin tak_tidak_kagak bisa_sanggup_dapat udah kembali_ulang waktu_saat_ketika_kali input nik identitas_nama_kata_tanda_status tetep tak_tidak_kagak tampil_maju,-1
bisa sudah wajib guna aplikasi seringkali scan qr code tidak fungsi jadi hambat,bisa_sanggup_dapat tentu_wajib_mesti_tetap_harus_perlu manfaat_guna_bagi_fungsi_untuk_buat operasi_aplikasi seringkali scan qr code tak_tidak_kagak tugas_fungsi_manfaat_guna hambat,-1
layan laknat dana sumber daya manusia korupsi orang kayak orang orang sawah kirim dalem goa kerja handphone kartu sim aja tidak tau udah kayak masuk support minta bantu jawab gatau tidak bisa udah anda aplikasi bikin jg bayar tepuk tangan doang interface kayak sampah udah,layan laknat dana_mal_hadiah_uang sumber kunci_daya_akal_tenaga orang_manusia korupsi bangsa_orang_manusia kayak bangsa_orang_manusia bangsa_orang_manusia sawah_ladang kirim dalem goa operasi_fungsi_kerja_aktivitas handphone kartu_tiket_surat sim aja tak_tidak_kagak tau udah kayak masuk_kena_turun_sampai support angkat_bantu_beri_tolong_dukung gatau tak_tidak_kagak bisa_sanggup_dapat udah operasi_aplikasi bikin jg bayar tepuk tangan hanya_saja_doang_juga interface kayak sampah udah,-1
untuk kelas perintah daftar loop validasi email tidak aktif tolong developer nya program niat,kategori_status_jenis_tingkat_posisi_kelas tugas_order_perintah jadwal_register_daftar loop konfirmasi_verifikasi_validasi email tak_tidak_kagak sibuk_dinamis_giat_rajin_aktif tolong_bantu developer nya program maksud_janji_niat,-1
update aplikasi sertifikat vaksin tidak bisa tampil,update operasi_aplikasi surat_sertifikat vaksin tak_tidak_kagak bisa_sanggup_dapat tampil_maju,-1
terimakasih vaksin dosis dua aplikasi sudah terang sudah dosis dua kenapa tidak bisa muncul sertifikat,terimakasih vaksin dosis operasi_aplikasi nyata_jelas_terang_valid dosis kenapa tak_tidak_kagak bisa_sanggup_dapat lahir_terbit_keluar_hidup_timbul_muncul surat_sertifikat,1
sy sdh selesai vaksin pd tgl okt tp sp skrg msh dpt setivikat,sy sdh khatam_habis_putus_sempurna_stop_selesai_lalu_pecah_jadi_lengkap vaksin pd tgl okt tp sp skrg msh dpt setivikat,-1
bagus,baik_bagus_keren,1
minggu error,minggu error,-1
sering error nya,error nya,-1
tidak karena aplikasi check out gedung itu tidak temu cek saya dalam sejarah aplikasi seperti tidak rekam saya bisa check out tidak catat ui sederhana hebat fungsi dasar teknis rupa masalah besar aplikasi sampah,tak_tidak_kagak operasi_aplikasi check out gedung_kantor tak_tidak_kagak temu cek saat_di_paham_waktu_dalam_pada_ketika sejarah_riwayat_memori operasi_aplikasi tak_tidak_kagak rekam bisa_sanggup_dapat check out tak_tidak_kagak catat_tulis ui biasa_sederhana_sedang hebat_istimewa_kuat_seru tugas_fungsi_manfaat_guna alas_jalan_dasar_bawah_basis_latar teknis rupa hebat_kuat_banyak_besar_gede_lebar operasi_aplikasi sampah,-1
daftar vaksin tp nunggu otp no telp pas cek muncul email dah lewat menit coba tidak kode hdehhh,jadwal_register_daftar vaksin tp nunggu otp no telp betul_cocok_sedang_pas_kompatibel cek lahir_terbit_keluar_hidup_timbul_muncul email dah menit kalau_coba_jika tak_tidak_kagak kode_tanda_etik hdehhh,-1
manfaat kontrol tekan dampak corna,manfaat_guna_untung_fungsi_arti otoritas_kontrol tekan buah_dampak_efek_hasil_akibat corna,1
susah nya,berat_repot_sulit_payah_susah nya,-1
install halaman yg syarat tentu tidak bisa scroll hp seperti semua gimanaa,install halaman_laman term_syarat_kondisi tak_tidak_kagak bisa_sanggup_dapat scroll hp semua gimanaa,-1
admin tolong bantu ya smsnya tidak masuk hp trus pas app peduli lindung tidak muncul sertifikat vaksin ini gimana ya sdh vaksin tetulisnya sdh vaksin tolong bantu,admin tolong_bantu angkat_bantu_beri_tolong_dukung sungguh_betul_ya_iya_oke smsnya tak_tidak_kagak masuk_kena_turun_sampai hp trus betul_cocok_sedang_pas_kompatibel app tahu_peduli lindung tak_tidak_kagak lahir_terbit_keluar_hidup_timbul_muncul surat_sertifikat vaksin gimana sungguh_betul_ya_iya_oke sdh vaksin tetulisnya sdh vaksin tolong_bantu angkat_bantu_beri_tolong_dukung,-1
syulid bikin ehac error,syulid bikin ehac error,-1
sudah vaksin sertifikat yang peduli lindung namun aplikasi nya keluar sertifikat tolong baik,vaksin surat_sertifikat tahu_peduli lindung operasi_aplikasi nya surat_sertifikat tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,-1
mudah guna,sederhana_agar_gampang_mudah_ringan_lancar manfaat_guna_bagi_fungsi_untuk_buat,1
baik,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
aplikasi sangat sedih bahkan tidak lihat aplikasi harus oleh perintah kirim email prihatin hadap layan langgan tidak guna tidak jawab whatsover mana anggar masuk dompet,operasi_aplikasi sedih_prihatin tak_tidak_kagak tentang_pantau_lihat_temu_kunjung operasi_aplikasi bagi_untuk_oleh_akibat_karena tugas_order_perintah kirim email prihatin hadap_arah_tuju layan langgan tak_tidak_kagak manfaat_guna_bagi_fungsi_untuk_buat tak_tidak_kagak whatsover anggar masuk_kena_turun_sampai dompet,-1
kuat telah logo pedulilindungi muncul,kuat logo pedulilindungi lahir_terbit_keluar_hidup_timbul_muncul,-1
ampas aplikasi kirim sms otp aja tidak bisa bisa udah gunta ganti make nomor juga tidak bisa,ampas_sisa operasi_aplikasi kirim sms otp aja tak_tidak_kagak bisa_sanggup_dapat bisa_sanggup_dapat udah gunta ubah_ganti make nomor_angka tak_tidak_kagak bisa_sanggup_dapat,-1
trouble scan qr lokasi semenjak update aplikasi bagus versi tolong baik,trouble scan qr posisi_lokasi_tempat semenjak_sejak_dari update operasi_aplikasi baik_bagus_keren tipe_versi_cara_jenis tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,-1
vaksin dosis status kuning,vaksin dosis nama_status_kualitas_situasi_posisi_kelas kuning,-1
tolong baik mau masukin nik tidak bisa tulis nya dengan ktp saya punya ktp,tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak masukin nik tak_tidak_kagak bisa_sanggup_dapat tulis_catat nya ktp punya ktp,-1
update gagal kalau check in,update gagal_rusak_kalah check in,-1
bisa login bas kali coba kode otp kirim nya telat kenapa check in apk pedulilindungi engga bisa kalau pakai aplikasi online shop bisa langsung check in,bisa_sanggup_dapat login bas waktu_saat_ketika_kali kalau_coba_jika kode_tanda_etik otp kirim nya telat_dingin_kedaluwarsa check in apk pedulilindungi engga bisa_sanggup_dapat pakai operasi_aplikasi online shop bisa_sanggup_dapat langsung check in,-1
selalu baca log in dibtempat saat scan kantor tidak opsi check out cek koneksi update tetap aplikasi belum matang,baca log in dibtempat scan kantor_gedung tak_tidak_kagak alternatif_opsi check out cek kontak_koneksi update operasi_aplikasi mantap_magang_matang_masak_sampai,-1
aplikasi bagus,operasi_aplikasi baik_bagus_keren,1
bagus,baik_bagus_keren,1
baik deh karya anak bangsa,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak deh tugas_kerja_karya anak_budak_darah_anggota kategori_bangsa_anak_keluarga_warga_kelas_orang,1
aplikasi aneh dari yk pontianak pilih pesawat eh malah mobil edit pesawat tidak bisa aplikasi aneh lucu,operasi_aplikasi asing_aneh_absurd yk pontianak pilih pesawat eh mobil edit pesawat tak_tidak_kagak bisa_sanggup_dapat operasi_aplikasi asing_aneh_absurd lucu_absurd,-1
aplikasi tidak guna bikin baterai hp cepat habis,operasi_aplikasi tak_tidak_kagak manfaat_guna_bagi_fungsi_untuk_buat bikin baterai hp kunjung_cepat_lekas_segera rugi_beres_khatam_habis_putus_kosong_hilang_selesai_lenyap,-1
ini bagus,baik_bagus_keren,1
telat verifikasi harus ulang verifikasi alur daftar bingung tidak tunjuk jelas,telat_dingin_kedaluwarsa tes_validasi_verifikasi_konfirmasi kembali_ulang tes_validasi_verifikasi_konfirmasi alur jadwal_register_daftar bingung tak_tidak_kagak jelas,-1
buruk,rusak_buruk_kasar_busuk_negatif_jelek_cacat,-1
yoo the man datang tidak sejarah jalan berapa kali pasuk mal bangun tidak taruh gambar saya di profil,yoo the man tak_tidak_kagak sejarah_riwayat_memori jalan waktu_saat_ketika_kali pasuk dana_mal rupa_bangun_jaga tak_tidak_kagak taruh gambar pada_di_dalam profil,0
oke,oke_ya,1
jelek tolong fitur karna tiap kali buka apps tidak sesuai lokasi itu jga jdi hrus tunggu merestart location service pun appsnya,jelek tolong_bantu fitur tiap waktu_saat_ketika_kali buka_aktif apps tak_tidak_kagak sinkron_cocok_sesuai posisi_lokasi_tempat jga jdi hrus tunggu merestart location service appsnya,-1
lapor sert tidak out,lapor sert tak_tidak_kagak out,-1
menu hasil tes covid nya hilang belum muncul,menu hasil tes covid nya rugi_turun_habis_pergi_hilang_hapus_tanggal_pecah_mati_lenyap lahir_terbit_keluar_hidup_timbul_muncul,-1
apk sangat terimakasih kasih peduli,apk terimakasih bagi_cinta_sayang_beri_kasih_prihatin tahu_peduli,1
login guna desktop pc tidak bisa pakai login hape android android aplikasi bisa kirim otp tapi aplikasi tutup jadi tidak bisa menginputkan kode otp proses login aplikasi force close telah kirim otp buka aplikasi masuk ngirim otp force close demikian updated ubah bintang applikasi bisa pakai,login manfaat_guna_bagi_fungsi_untuk_buat desktop pc tak_tidak_kagak bisa_sanggup_dapat pakai login hape android android operasi_aplikasi bisa_sanggup_dapat kirim otp operasi_aplikasi tutup tak_tidak_kagak bisa_sanggup_dapat menginputkan kode_tanda_etik otp cara_mode_jalan_proses_operasi_sistem login operasi_aplikasi force close kirim otp buka_aktif operasi_aplikasi masuk_kena_turun_sampai ngirim otp force close updated pindai_ubah_ganti_pindah bintang applikasi bisa_sanggup_dapat pakai,-1
karya anak bangsa good job,tugas_kerja_karya anak_budak_darah_anggota kategori_bangsa_anak_keluarga_warga_kelas_orang good job,1
desain bodoh nik dalam sistem masih untuk masuk dan bahkan orang awam tidak rancang bodoh itu,desain bodoh_tolol_idiot_bingung nik sistem_orde buat_bagi_untuk_akan masuk_kena_turun_sampai bahkan bangsa_orang_manusia publik_masyarakat_biasa_awam tak_tidak_kagak rancang bodoh_tolol_idiot_bingung,-1
app tidak asal banyak error,app tak_tidak_kagak besar_banyak_penuh error,-1
wajib install peduli lindung tp website pcr result tidak masuk lg tidak otp tidak pagi fibandara jd,tentu_wajib_mesti_tetap_harus_perlu install tahu_peduli lindung tp website pcr result tak_tidak_kagak masuk_kena_turun_sampai lg tak_tidak_kagak otp tak_tidak_kagak cepat_pagi fibandara jd,-1
gimana sih bikin aplikasi tidak test semua device android beri tanda tuju bijak tombol next nya,gimana sih_si bikin operasi_aplikasi tak_tidak_kagak test device android kode_logo_tanda_kualitas_alamat_bukti_sinyal tuju pintar_bijak tombol next nya,-1
gimana sih sdh bbrp install ulang tetep tidak bisa masuk peduli lindung emang hrs beli hp yg utk bisa masuk tolong donk dipikirin pademi kyk gin suruh beli hp daripada beli hp uang buat makan payah peduli lindung tidak mensupport rakyat yg ke liat tengah aja,gimana sih_si sdh bbrp install kembali_ulang tetep tak_tidak_kagak bisa_sanggup_dapat masuk_kena_turun_sampai tahu_peduli lindung emang hrs bayar_beli hp utk bisa_sanggup_dapat masuk_kena_turun_sampai tolong_bantu donk dipikirin pademi kyk gin suruh_perintah bayar_beli hp bayar_beli hp uang makan berat_parah_sulit_payah_serius_lelah_lambat_susah_sangat_keras tahu_peduli lindung tak_tidak_kagak mensupport orang_rakyat ke liat aja,-1
saat saya keluarga wna tidak pasuk status vaksinasi merah aplikasi kita sudah selesai vaksinasi sini kemlu wallough tunjuk sertifikat vaksin tetapi tidak pasuk yang tuju mungkin sertifikat vaksin guna nomor id kitas pada aplikasi pedulilindungi guna nomor paspor sudah kirim email otoritis masalah kami tidak jawab tolong ubah,saya_kami keluarga wna tak_tidak_kagak pasuk nama_status_kualitas_situasi_posisi_kelas vaksinasi merah operasi_aplikasi khatam_habis_putus_sempurna_stop_selesai_lalu_pecah_jadi_lengkap vaksinasi kemlu wallough surat_sertifikat vaksin tak_tidak_kagak pasuk tuju surat_sertifikat vaksin manfaat_guna_bagi_fungsi_untuk_buat nomor_angka id kitas operasi_aplikasi pedulilindungi manfaat_guna_bagi_fungsi_untuk_buat nomor_angka paspor habis_sudah_telah kirim email otoritis saya_kami tak_tidak_kagak tolong_bantu pindai_ubah_ganti_pindah,-1
apps jelek sertifikat vaksin udh daftar tidak,apps jelek surat_sertifikat vaksin udh jadwal_register_daftar tak_tidak_kagak,-1
tidak akses sertifikat vaksin eventho data tunjuk vaksin saya sudah coba kali sila baik,tak_tidak_kagak akses surat_sertifikat vaksin eventho data_statistik_informasi_fakta_bukti vaksin habis_sudah_telah kalau_coba_jika waktu_saat_ketika_kali ayo_mari_sila_etik ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,-1
data tidak update,data_statistik_informasi_fakta_bukti tak_tidak_kagak update,-1
download aplikasi tiap masuk keluar lokasi deteksi saya tidak nyala vpn tidak guna aplikasi fake gps saya coba install ulang tidak bisa,download operasi_aplikasi masuk_kena_turun_sampai posisi_lokasi_tempat deteksi tak_tidak_kagak nyala_hidup vpn tak_tidak_kagak manfaat_guna_bagi_fungsi_untuk_buat operasi_aplikasi fake gps kalau_coba_jika install kembali_ulang tak_tidak_kagak bisa_sanggup_dapat,-1
problem aplikasi diinstall samsung prime lebar layar inch aplikasi jalan buka halaman tuju engga bisa discroll bawah engga bisa klik ok tuju mohon baik udah baik diupdate bintang,problem_masalah operasi_aplikasi diinstall samsung prime lebar_bidang layar inch operasi_aplikasi jalan buka_aktif halaman_laman tuju engga bisa_sanggup_dapat discroll engga bisa_sanggup_dapat klik ok tuju harap_minta_mohon ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak udah ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak diupdate bintang,-1
tidak bisa download sertifikat tidak muncul nik tidak daftar,tak_tidak_kagak bisa_sanggup_dapat download surat_sertifikat tak_tidak_kagak lahir_terbit_keluar_hidup_timbul_muncul nik tak_tidak_kagak jadwal_register_daftar,-1
aplikasi henti tidak bisa akun aplikasi langsung stop sdh coba instal ulang,operasi_aplikasi jeda_henti tak_tidak_kagak bisa_sanggup_dapat akun operasi_aplikasi langsung selesai_stop sdh kalau_coba_jika instal kembali_ulang,-1
