comment,id,en,id_processed,en_processed,label_manual,svm_id,svm_en
"update versi 4.0.2 aplikasinya jadi tidak bisa dibuka, sudah coba install ulang juga sama saja","update versi 4.0.2 aplikasinya jadi tidak bisa dibuka, sudah coba install ulang juga sama saja","update version 4.0.2 the application will not be opened, have tried to reinstall it too the same",,,-1,,
very use full 🌝,sangat menggunakan penuh 🌝,very use full 🌝,,,-1,,
"dipaksa menggunakan aplikasi ini, tp gak bs dipakai, stuck gabisa masuk, gak ada tulisan setuju nya krn gabisa scroll ke bawah. mau dikecilin font nya ataupun android sudah update pun gak bisa. masa kita gak bisa terbang gara2 gabisa pakai aplikasi ini. tolong solusinya dong min.","dipaksa menggunakan aplikasi ini, tp gak bs dipakai, stuck gabisa masuk, gak ada tulisan setuju nya krn gabisa scroll ke bawah. mau dikecilin font nya ataupun android sudah update pun gak bisa. masa kita gak bisa terbang gara2 gabisa pakai aplikasi ini. tolong solusinya dong min.","forced to use this application, but it can't be used, stuck can't enter, there is no writing in agreement because it can't be scrolled down. i want to discilten the font or android already update it can't. our time can't fly because it's gabisa using this application. please solution dong min.",,,-1,,
"lawak sekali kawan login susah otp sering ga dapet tolonglah doperbaiki gausah deh ui keren nambah fitur,yang esensial benerin dulu percuma desain bagus ga berguna chuakz tolong jangan ban saya🙏","lawak sekali kawan login susah otp sering ga dapet tolonglah doperbaiki gausah deh ui keren nambah fitur,yang esensial benerin dulu percuma desain bagus ga berguna chuakz tolong jangan ban saya🙏","lawak once a friend's hard login friends often don't get it, please don't repair it, it's hard to add a cool feature, the essential really uses a good design, it's not useful, chuakz, please don't tire me🙏",,,-1,,
nice,baik,nice,,,1,,
"udah complete walaupun harus nunggu 3 bulan. cuma scan qr code nya ga bisa, suruh periksa jaringan terus. padahal gps dan internet udah oke, buktinya bisa buat order ojol dan buka gmaps. tolong diperbaiki. masa mau ngakses doang sampe 3 menit, lama banget. itu juga belum tentu bisa. duh.","udah complete walaupun harus nunggu 3 bulan. cuma scan qr code nya ga bisa, suruh periksa jaringan terus. padahal gps dan internet udah oke, buktinya bisa buat order ojol dan buka gmaps. tolong diperbaiki. masa mau ngakses doang sampe 3 menit, lama banget. itu juga belum tentu bisa. duh.","it's complete even though you have to wait for 3 months. only the qr code scan can't, tell the network check. even though gps and the internet are okay, the proof can make an order orjol and open the gmaps. will be repaired. the period wants to access it until 3 minutes, it's been really old. it's also not necessarily possible. duh.",,,-1,,
"aplikasi bosokkk!!! , data sudah lengkap tapi sertifikat gak ada padahal sudah vaksin dosis ke 3","aplikasi bosokkk!!! , data sudah lengkap tapi sertifikat gak ada padahal sudah vaksin dosis ke 3","backk application !!! , the data is complete but the certificate does not exist even though the dose vaccine is 3rd",,,-1,,
saya tidak dapat scroll di bagian syarat penggunaan dan kebijakan privasi.,saya tidak dapat scroll di bagian syarat penggunaan dan kebijakan privasi.,i cannot scroll in the terms of use and privacy policy.,,,-1,,
"to get ""i agree button"", for android please make the application auto full-screen. it's working now.","untuk mendapatkan ""saya setuju tombol"", untuk android, silakan buat aplikasi layar penuh otomatis. ini berfungsi sekarang.","to get ""i agree button"", for android please make the application auto full-screen. it's working now.",,,-1,,
awful app not responsive at all,aplikasi mengerikan tidak responsif sama sekali,awful app not responsive at all,,,-1,,
"versi terbaru malah susah check in, krn lokasi selalu out of radius. dulu di apps bisa di-set lokasinya agar sesuai dg qr di lokasi, tp versi baru ini ga bisa set lokasi lagi (walau gps selalu on). jadinya hrs kasih lihat sertifikat vaksin terus, ga bisa check in pakai apps. pls fix it, tq.","versi terbaru malah susah check in, krn lokasi selalu out of radius. dulu di apps bisa di-set lokasinya agar sesuai dg qr di lokasi, tp versi baru ini ga bisa set lokasi lagi (walau gps selalu on). jadinya hrs kasih lihat sertifikat vaksin terus, ga bisa check in pakai apps. pls fix it, tq.","the latest version is difficult to check in, because the location is always out of radius. it used to be in the apps, it can be set to fit the qr at the location, but this new version can't set the location again (even though the gps is always on). so you have to give a vaccine certificate, can't check in using apps. pls fix it, tq.",,,-1,,
ngatri vaksin nya lama banget bah masa berangkat jam 7 pulang jam 12 🗿🤙,ngatri vaksin nya lama banget bah masa berangkat jam 7 pulang jam 12 🗿🤙,the vaccine is very long as the period of departure at 7 home hours 12 🗿🤙,,,-1,,
"masuk mall selalu gk bs scan code, udh bbrapa kali update, ttp gk bs scan. sangat mengecewakan, ini aplikasi punya negara lho, tp terkesan msh amatiran.","masuk mall selalu gk bs scan code, udh bbrapa kali update, ttp gk bs scan. sangat mengecewakan, ini aplikasi punya negara lho, tp terkesan msh amatiran.","enter the mall, it's always not scanned the code, you have a few updates, but it's not scan. very disappointing, this application has a country, but it seems that msh amateur.",,,-1,,
lemot,lemot,slow,,,-1,,
aplikasi sering force close,aplikasi sering force close,application often force close,,,-1,,
tidak bisa scroll ke bawah msalah teratasi. terima kasih tim developer,tidak bisa scroll ke bawah msalah teratasi. terima kasih tim developer,cannot scroll down msalah resolved. thank you developer team,,,1,,
"finally, there is option for language. new ui, easy to use, quick access. no more asking location all the time when not using this app.","akhirnya, ada opsi untuk bahasa. ui baru, mudah digunakan, akses cepat. tidak ada lagi lokasi yang meminta setiap saat ketika tidak menggunakan aplikasi ini.","finally, there is option for language. new ui, easy to use, quick access. no more asking location all the time when not using this app.",,,1,,
terimakasih anda telah memecahkan masalah saya.,terimakasih anda telah memecahkan masalah saya.,thank you for solving my problem.,,,1,,
sangat membantu dan mudah di gunakan. terimakasih,sangat membantu dan mudah di gunakan. terimakasih,very helpful and easy to use. thank you,,,1,,
"ga bisa check out, padahal baru check in.","ga bisa check out, padahal baru check in.","can't check out, even though it's just checked in.",,,-1,,
"sertifikat vaksin saya ga keluar keluar padahal udh lama vaksin kedua tapi sampe sekarang belom ada sertifikatnya, kepake cuman buat scan kalo pergi kemana mana","sertifikat vaksin saya ga keluar keluar padahal udh lama vaksin kedua tapi sampe sekarang belom ada sertifikatnya, kepake cuman buat scan kalo pergi kemana mana","my vaccine certificate doesn't come out even though it's a long time the second vaccine but until now there is no certificate, it's used to scan if you go anywhere",,,-1,,
"totally usless app even tho you can select english via your name it doesn't translate everything the most important part is the vaccine certificates so somehow this has to be able translate the certificates as the english government won't accept this has it's ither got to be in english, french or spanish so as ive said before its not good enough. i did try and contact you via your email address but i came back twice so that definitely need looking into.","aplikasi yang sama sekali tidak berguna bahkan anda dapat memilih bahasa inggris melalui nama anda itu tidak menerjemahkan semua bagian yang paling penting adalah sertifikat vaksin jadi entah bagaimana ini harus dapat menerjemahkan sertifikat karena pemerintah inggris tidak akan menerima ini berada dalam bahasa inggris, prancis atau spanyol sehingga saya katakan sebelum tidak cukup baik. saya memang mencoba dan menghubungi anda melalui alamat email anda tetapi saya kembali dua kali sehingga pasti perlu melihat ke.","totally usless app even tho you can select english via your name it doesn't translate everything the most important part is the vaccine certificates so somehow this has to be able translate the certificates as the english government won't accept this has it's ither got to be in english, french or spanish so as ive said before its not good enough. i did try and contact you via your email address but i came back twice so that definitely need looking into.",,,-1,,
untuk aplikasi pertama terbit normal.. setelah minta update.. hasil pcr yang sudah pernah saya lakukan menjadi tidak tampil.. / tidak ada riwayat pernah pcr,untuk aplikasi pertama terbit normal.. setelah minta update.. hasil pcr yang sudah pernah saya lakukan menjadi tidak tampil.. / tidak ada riwayat pernah pcr,for the first normal publication application ... after asking for an update ... the results of the pcr that i've done have not performed ... / no history ever pcr,,,0,,
lot!,banyak!,lot!,,,0,,
hard to use,sulit digunakan,hard to use,,,-1,,
"nice, helpfull, foto profil tdk bisa diganti","nice, helpfull, foto profil tdk bisa diganti","nice, helpfull, profile photo can't be replaced",,,0,,
tidak bs scan lokasi. aplikasi selalu menutup setiap kali mau buka menu scan barcode. sudah coba install ulang masalahnya tetap ada.,tidak bs scan lokasi. aplikasi selalu menutup setiap kali mau buka menu scan barcode. sudah coba install ulang masalahnya tetap ada.,no bs scan location. the application always closes every time you want to open the barcode scan menu. have tried to reinstall the problem still there.,,,-1,,
sulit digunakan,sulit digunakan,difficult to use,,,-1,,
setelah update malah gagal check in. yang sebelumnya lebih baik.,setelah update malah gagal check in. yang sebelumnya lebih baik.,after the update failed to check in. the previous one was better.,,,-1,,
aplikasi ra mutu....ngono koq d kongkon gae wong sak.indo....aplikasi kelas tempe....aplikasi damen...,aplikasi kualitas ra .... therells d songs gae wong sak.indo .... kelas aplikasi ...,the application of the ra quality .... therells d songs gae wong sak.indo .... application class ...,,,0,,
"working fine, and easy to use and helpful","bekerja dengan baik, dan mudah digunakan dan bermanfaat","working fine, and easy to use and helpful",,,1,,
"tolong perbaiki app ini. baru juga di donlod uda bermasalah aja. uda di klik tombol setuju masa gak ada perubahan sama sekali. menyusahkan orang aja. tolonglah diperbaiki, uda banyak juga yg protes dengan aplikasi tapi blm ada pembaharuan yg baik. gimana sih?","tolong perbaiki app ini. baru juga di donlod uda bermasalah aja. uda di klik tombol setuju masa gak ada perubahan sama sekali. menyusahkan orang aja. tolonglah diperbaiki, uda banyak juga yg protes dengan aplikasi tapi blm ada pembaharuan yg baik. gimana sih?","please fix this app. just on the donlod you have problems. uda is clicked on the agreed button no change at all. just troublesome. please be fixed, there are also many who protest with the application but haven't been a good renewal. how is it?",,,-1,,
